baseline_id,fault_id,grad_norm_abs_diff,instance_id,loss_abs_diff,param_update_rel_l2,step,torch4ms_grad_norm,torch4ms_loss,torch4ms_status,torch_grad_norm,torch_loss,torch_status
r_direct,NU-01,0.7128557860851288,NU-01-B,0.5170567780733109,0.9557944107901845,1,0.4013672173023224,0.1333451122045517,ok,1.1142230033874512,0.6504018902778625,ok
r_direct,NU-02,0.00012518803123384714,NU-02-A,0.1735866591334343,1.0,1,0.0,0.07641329616308212,ok,0.00012518803123384714,0.24999995529651642,ok
r_direct,NU-02,1.964508555829525e-10,NU-02-B,1.4901161193847656e-08,0.0,1,8.90379014890641e-05,0.2499999701976776,ok,8.903809793991968e-05,0.24999995529651642,ok
r_direct,NU-04,0.0,NU-04-A,0.0,0.0,1,0.0013706005411222577,0.1252264827489853,ok,0.0013706005411222577,0.1252264827489853,ok
r_direct,NU-04,0.0,NU-04-B,0.0,0.0,1,0.0013706005411222577,0.1252264827489853,ok,0.0013706005411222577,0.1252264827489853,ok
r_direct,NU-06,0.0,NU-06-A,9.313225746154785e-10,0.0,1,0.016711963340640068,0.01004160288721323,ok,0.016711963340640068,0.010041603818535805,ok
r_direct,NU-06,0.0,NU-06-B,9.313225746154785e-10,0.0,1,0.016711963340640068,0.01004160288721323,ok,0.016711963340640068,0.010041603818535805,ok
r_direct,GR-01,0.0,GR-01-A,5.960464477539063e-08,0.0,1,0.6977111101150513,0.9945229291915894,ok,0.6977111101150513,0.9945229887962341,ok
r_direct,GR-01,5.960464477539063e-08,GR-01-B,0.0,0.0,1,0.6482442617416382,0.9507361650466919,ok,0.6482442021369934,0.9507361650466919,ok
r_direct,GR-02,0.0,GR-02-A,0.0,0.0,1,0.296615868806839,1.0932762622833252,ok,0.296615868806839,1.0932762622833252,ok
r_direct,GR-02,0.0,GR-02-B,2.384185791015625e-07,6.21486542361486e-08,1,1.1988321542739868,1.9465463161468506,ok,1.1988321542739868,1.9465465545654297,ok
r_direct,GR-03,0.0,GR-03-A,0.0,0.0,1,0.296615868806839,1.0932762622833252,ok,0.296615868806839,1.0932762622833252,ok
